,zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population_2015,job_growth_per
392,29922,STANDARD,0,Garnett,,"Brighton, Robertville, Shirley",SC,Hampton County,America/New_York,803,,US,32.6,-81.24,840,1.6
393,29924,STANDARD,0,Hampton,,,SC,Hampton County,America/New_York,803,,US,32.86,-81.1,3450,1.6
394,29926,STANDARD,0,Hilton Head Island,Hilton Head,,SC,Beaufort County,America/New_York,843,,US,32.19,-80.74,22200,1.6
395,29927,STANDARD,0,Hardeeville,,"Bellinger, Harbville, Limehouse, Purysburgh",SC,Jasper County,America/New_York,843,,US,32.27,-81.07,7240,1.6
396,29928,STANDARD,0,Hilton Head Island,Hilton Head,Fairfield,SC,Beaufort County,America/New_York,843,,US,32.16,-80.76,13390,1.6
397,29929,STANDARD,0,Islandton,,"Ashton, Moselle",SC,Colleton County,America/New_York,843,,US,32.9,-80.93,920,1.6
398,29932,STANDARD,0,Luray,,,SC,Hampton County,America/New_York,803,,US,32.82,-81.35,230,1.6
399,29934,STANDARD,0,Pineland,,,SC,Jasper County,America/New_York,,,US,32.6,-81.15,760,1.6
400,29935,STANDARD,0,Port Royal,,,SC,Beaufort County,America/New_York,843,,US,32.38,-80.69,3480,1.6
401,29936,STANDARD,0,Ridgeland,Coosawhatchie,"Gillisonville, Mitchellville, Switzerland",SC,Jasper County,America/New_York,843,,US,32.48,-80.98,10500,1.6
402,29940,STANDARD,0,Seabrook,,Coosaw,SC,Beaufort County,America/New_York,843,,US,32.56,-80.73,2940,1.6
403,29941,STANDARD,0,Sheldon,,,SC,Beaufort County,America/New_York,843,,US,32.55,-80.81,610,1.6
404,29943,STANDARD,0,Tillman,,Tarboro,SC,Jasper County,America/New_York,843,,US,32.46,-81.1,460,1.6
405,29944,STANDARD,0,Varnville,,,SC,Hampton County,America/New_York,803,,US,32.85,-81.08,3960,1.6
406,29945,STANDARD,0,Yemassee,,"Blake, Gardens Corner, Pocataligo, Salkehatchie, White Hall, Whitehall",SC,Hampton County,America/New_York,843,,US,32.69,-80.85,3530,1.6
