Month,ZipCode,ZipName,Property Type,Footnote,Median Listing Price,Median Listing Price M/M,Median Listing Price Y/Y,Active Listing Count ,Active Listing Count M/M,Active Listing Count Y/Y,Days on Market ,Days on Market M/M,Days on Market Y/Y,New Listing Count ,New Listing Count M/M,New Listing Count Y/Y,Price Increase Count ,Price Increase Count M/M,Price Increase Count Y/Y,Price Decrease Count ,Price Decrease Count M/M,Price Decrease Count Y/Y,Pending Listing Count ,Pending Listing Count M/M,Pending Listing Count Y/Y,Avg Listing Price,Avg Listing Price M/M,Avg Listing Price Y/Y,Total Listing Count,Total Listing Count M/M,Total Listing Count Y/Y,Pending Ratio,Pending Ratio M/M,Pending Ratio Y/Y
201803,29212,"Columbia, SC",Single Family Home,,217020,0.1232,0.1271,138,-0.0036,-0.0831,51,-0.113,0.0515,48,0,-0.3514,4,,1,30,0,0.25,0,,,263312,0.0724,0.1652,138,-0.0036,-0.0831,0,0,0
201803,29223,"Columbia, SC",Single Family Home,*,180416,0.0486,,150,-0.0291,-0.2629,68.75,-0.0646,,56,0.0769,-0.3636,2,,-0.6667,24,-0.0769,-0.4286,0,,-1,251640,0.0418,0.2868,150,-0.0291,-0.2665,0,0,-0.0049
201803,29229,"Columbia, SC",Single Family Home,*,210910.5,0.0272,,231.5,-0.0314,,46,-0.3109,,114,0.1633,-0.0952,8,0.3333,0.3333,34,-0.2609,-0.5641,1,-0.6667,-0.75,234070,0.0188,0.1874,232.5,-0.0393,-0.363,0.0043,-0.0082,-0.0068
201803,29301,"Spartanburg, SC",Single Family Home,,174500,0.0589,-0.1088,124,-0.0949,-0.313,65.5,-0.2036,-0.1963,44,0.5714,-0.1538,0,,-1,16,0.1429,-0.2,6,1,-0.0769,233859,0.0409,-0.0226,130,-0.0714,-0.3048,0.0484,0.0265,0.0124
201803,29302,"Spartanburg, SC",Single Family Home,*,245300,0.1626,,67,-0.1242,,51.5,-0.0507,,22,-0.1538,-0.3125,0,,,8,0.3333,-0.7333,20,0.8182,4.7143,356051,0.1867,0.0313,87,-0.0057,-0.3123,0.2985,0.1547,0.2701
201803,29303,"Spartanburg, SC",Single Family Home,,129050,0.0943,0.3577,64,-0.0376,-0.1409,47.25,-0.2125,-0.4408,18,-0.3077,0.125,8,0,-0.2,4,-0.3333,-0.5,6,1.4,0.5,141971,0.0955,0.2584,70,0.0145,-0.1083,0.0938,0.0562,0.0401
201803,29306,"Spartanburg, SC",Single Family Home,*,209293.5,0.3543,0.434,96.5,-0.0493,,93,-0.2424,,30,0.25,-0.4828,0,,,10,-0.4444,-0.1667,21,0.1053,6,325859,0.0659,0.251,117.5,-0.0249,-0.0084,0.2176,0.0304,0.1916
201803,29307,"Spartanburg, SC",Single Family Home,*,217450,-0.0114,,71,0.1094,,54.75,-0.1828,,16,-0.3333,-0.3333,0,,,8,-0.5556,1,1.5,-0.625,0.5,199511,-0.0111,-0.0988,72.5,0.0662,-0.0397,0.0211,-0.0414,0.0077
201803,29316,"Boiling Springs, SC",Single Family Home,,201118.5,0.0273,0.0081,277,-0.0481,0.3005,55,-0.1971,0.0732,134,1.2333,0.9143,12,-0.1429,0.2,30,-0.375,-0.25,32.5,0.5854,1.3214,215606,0.0124,0.0399,309.5,-0.0064,0.3634,0.1173,0.0469,0.0516
201803,29322,"Campobello, SC",Single Family Home,,320700,-0.1154,-0.0224,54.5,0.1978,-0.3944,75.5,-0.3924,-0.3972,12,-0.4,-0.1429,2,,,0,,-1,6.5,0.3,1.1667,498819,-0.0584,0.085,61,0.2079,-0.3441,0.1193,0.0094,0.0859
201803,29323,"Chesnee, SC",Single Family Home,,283950,0.0479,0.2481,66.5,-0.1419,0.0231,82.75,0.2586,0.1259,16,0.1429,-0.1111,0,-1,,12,0.2,0.2,7,0.5556,2.5,310111,0.0213,0.367,73.5,-0.1037,0.097,0.1053,0.0472,0.0745
201803,29325,"Clinton, SC",Single Family Home,,139950,0.0367,0.1497,48,-0.0588,-0.1028,62.5,0.0549,0.2376,10,0,-0.5,0,,,10,1.5,0.6667,3.5,2.5,0.1667,154235,0.0536,0.0623,51.5,-0.0096,-0.0885,0.0729,0.0533,0.0168
201803,29330,"Cowpens, SC",Single Family Home,*,235875,0.0287,0.4788,17,-0.2273,,163.25,0.0902,,0,-1,-1,0,,,2,,,0,,-1,247207,0.0075,0.3778,17,-0.2273,-0.4603,0,0,-0.0862
201803,29332,"Cross Hill, SC",Single Family Home,*,400050,0.1437,0.1165,9,0.125,-0.3333,119.5,0.248,,2,-0.5,-0.6667,0,,,2,,,0,,,380922,0.0849,0.0368,9,0.125,-0.3333,0,0,0
201803,29334,"Duncan, SC",Single Family Home,,244867.75,0.0172,-0.0094,262.5,-0.0367,0.2353,61,-0.1894,0,82,0.1714,0.3226,6,-0.8125,-0.8125,32,-0.1579,-0.36,59.5,0.2935,1.2037,268530,0.0323,-0.0216,322,0.011,0.3445,0.2267,0.0579,0.0996
201803,29340,"Gaffney, SC",Single Family Home,*,142450,0.2668,,58,-0.0413,-0.297,74.25,-0.0541,,20,0,-0.2857,0,,,14,0.75,6,0,,,199963,0.1313,0.6298,58,-0.0413,-0.297,0,0,0
201803,29341,"Gaffney, SC",Single Family Home,,160700,0.0438,0.1222,56,0.0182,-0.125,77.5,0.0164,0.1439,12,-0.5385,-0.5,0,,,6,,-0.25,0,,,209664,0.1136,0.3719,56,0.0182,-0.125,0,0,0
201803,29349,"Inman, SC",Single Family Home,,206950,0.0028,0.0175,280.5,0.0788,-0.1577,52.5,-0.3895,-0.2045,96,0.1163,-0.2131,32,0.6,0.0667,8,-0.6667,-0.6,20.5,-0.1087,-0.1277,267564,0.0668,0.0215,301,0.0636,-0.1557,0.0731,-0.0154,0.0025
201803,29356,"Landrum, SC",Single Family Home,,447525,-0.0574,-0.0774,156,-0.0189,-0.1658,168.75,0.029,-0.0246,20,-0.375,0.1111,0,,,12,1,-0.5385,9,-0.1,0.3846,639036,-0.0094,-0.1008,165,-0.0237,-0.1473,0.0577,-0.0052,0.0229
201803,29360,"Laurens, SC",Single Family Home,,139875,-0.0028,0.2114,61.5,0.025,-0.0538,101,-0.0404,0.1882,16,0.1429,0.3333,4,1,,8,0,0.3333,5,0,0,199574,0.0129,0.3884,66.5,0.0231,-0.05,0.0813,-0.002,0.0044
201803,29365,"Lyman, SC",Single Family Home,,204500,0.0452,0.0075,145.5,0.2176,0.1687,40.25,-0.376,-0.0747,66,0.7368,-0.0294,2,,-0.5,10,0,0,2.5,-0.5455,-0.8,224876,0.0331,0.045,148,0.184,0.0803,0.0172,-0.0288,-0.0832
201803,29369,"Moore, SC",Single Family Home,*,212040,0.0105,,139,-0.0107,-0.2962,44.5,-0.4145,-0.2521,56,0.12,0.2174,4,-0.8462,1,24,0.2,0.5,22,0.1282,0.4667,251045,-0.0041,0.1139,161,0.0063,-0.2424,0.1583,0.0195,0.0823
201803,29376,"Roebuck, SC",Single Family Home,*,171325,0.0066,-0.0238,50.5,0.0412,,39,-0.3953,-0.3217,28,0.2727,0.4,8,1,1,4,0,-0.3333,4,1.6667,3,201576,0.0727,-0.0427,54.5,0.09,0.2386,0.0792,0.0483,0.056
201803,29379,"Union, SC",Single Family Home,,84950,0.0107,-0.0347,49.5,0.0761,-0.1081,116.75,0.0736,0.1883,8,-0.2,-0.3333,0,,,0,-1,-1,1,0,,148593,0.0047,0.1263,50.5,0.0745,-0.0901,0.0202,-0.0015,0.0202
201803,29384,"Waterloo, SC",Single Family Home,,211550,-0.0069,0.1044,16,0.28,-0.2381,105,-0.3886,0.3166,2,,-0.6667,0,,,0,-1,,0,,,219755,0.0336,-0.2102,16,0.28,-0.2381,0,0,0
201803,29385,"Wellford, SC",Single Family Home,,194362.5,-0.0243,0.1176,36.5,-0.2151,-0.3707,102,0.1758,-0.1226,8,1,-0.6,0,,,8,0.3333,,1.5,,0,202154,-0.0317,0.0331,38,-0.1828,-0.3613,0.0411,0.0411,0.0152
201803,29388,"Woodruff, SC",Single Family Home,*,218732,0.0365,-0.0183,66.5,0.0556,,51.75,-0.3007,0.0508,32,1.2857,1,4,0,1,6,2,0.5,20.5,0.1389,4.125,225344,-0.0189,0.0265,87,0.0741,0.0943,0.3083,0.0226,0.2553
201803,29401,"Charleston, SC",Single Family Home,*,1798800,0.0249,-0.0892,104.5,0.0718,0.045,77.5,-0.2971,,26,0.1818,0.625,0,,,20,-0.1667,2.3333,0,,,2472799,0.0329,0.0073,104.5,0.0718,0.045,0,0,0
201803,29403,"Charleston, SC",Single Family Home,,575050,0,0.0474,133.5,0.1218,0.1125,79.5,-0.2706,0.2326,42,0.9091,1.3333,2,,,22,-0.1538,-0.1538,0,,,639293,0.026,0.0934,133.5,0.1218,0.1125,0,0,0
201803,29405,"North Charleston, SC",Single Family Home,,275050,0.0046,0.1204,148,0.1563,0.1212,46.5,-0.0882,-0.2619,48,-0.0769,0.1429,6,2,2,36,0.125,1,0,,,260062,0.017,0.1178,148,0.1563,0.1212,0,0,0
201803,29406,"Charleston, SC",Single Family Home,*,188500,0.0745,0.0701,88.5,0.0231,0.1346,68.5,-0.1438,,24,0.2,-0.3684,0,,,18,1.25,0.8,0,,,186446,0.0146,0.1471,88.5,0.0231,0.1346,0,0,0
201803,29407,"Charleston, SC",Single Family Home,*,355012.5,0.0142,,177.5,0.0725,0.0661,49,-0.1901,-0.0485,56,0.0769,0,2,,,52,-0.037,0.4444,0,,,485776,-0.0071,-0.0598,177.5,0.0725,0.0661,0,0,0
201803,29410,"Hanahan, SC",Single Family Home,*,260675,0.0082,-0.0974,84,-0.0455,-0.0175,52,-0.2901,,18,-0.4375,-0.4706,0,,,24,0.7143,0.3333,0,,,292904,0.0317,-0.0695,84,-0.0455,-0.0175,0,0,0
201803,29412,"Charleston, SC",Single Family Home,,424724.5,-0.0046,0.0113,246,0.0813,0.0186,40.5,-0.413,-0.1337,80,-0.1111,0,8,-0.3333,1,56,0.5556,0.3333,0,,,588170,-0.009,0.0528,246,0.0813,0.0186,0,0,0
201803,29414,"Charleston, SC",Single Family Home,*,329950,0.0013,0.1231,257,0.0363,0.1499,46,-0.3887,,88,0.1892,0,8,0.3333,3,64,-0.0588,0.1429,0,,,356897,0.0129,0.1132,257,0.0363,0.1499,0,0,0
201803,29418,"North Charleston, SC",Single Family Home,,208050,-0.0545,0.0439,54,0.0693,-0.0847,33.25,-0.1192,-0.6396,30,0.3636,0.5,0,,,10,0,4,0,,,238998,-0.0694,0.03,54,0.0693,-0.0847,0,0,0
201803,29420,"North Charleston, SC",Single Family Home,,321200,0,0.148,107.5,-0.0611,-0.3909,60.75,-0.1873,0.1045,30,0.0714,-0.4444,2,-0.5,-0.5,16,-0.4286,-0.3333,0,,,344527,0.0565,0.1218,107.5,-0.0611,-0.3909,0,0,0
201803,29429,"Awendaw, SC",Single Family Home,*,791550,0.0057,,18.5,0.1212,-0.4032,146.25,0.0409,0.4923,2,-0.5,-0.75,0,,,4,1,1,0,,,1016402,-0.0527,0.4076,18.5,0.1212,-0.4032,0,0,0
201803,29438,"Edisto Island, SC",Single Family Home,*,574050,0.0142,,100,0.1111,-0.0338,113,-0.1536,,30,2,0.875,0,,,6,-0.25,0,0,,,811108,-0.0255,0.1034,100,0.1111,-0.0338,0,0,0
201803,29440,"Georgetown, SC",Single Family Home,,283550,0.0539,0.058,234,0.0377,0,119.5,-0.07,0.0437,46,0.4375,0.3529,0,,-1,34,0,0.1333,0,,,567369,0.0266,-0.0236,234,0.0377,0,0,0,0
201803,29445,"Goose Creek, SC",Single Family Home,*,225050,-0.0148,0.0981,205.5,0.0024,-0.2216,42,-0.2881,,92,0.5333,-0.1636,2,-0.9231,-0.5,34,-0.3462,-0.1905,0,,,233126,0.006,0.0241,205.5,0.0024,-0.2216,0,0,0
201803,29449,"Hollywood, SC",Single Family Home,,542000,-0.0137,0.106,64,0.1034,0.1429,111.5,0.0206,-0.0388,8,-0.4286,-0.2,0,,,6,-0.5,-0.4,0,,,605355,-0.0455,0.0081,64,0.1034,0.1429,0,0,0
201803,29450,"Huger, SC",Single Family Home,*,494552.5,0,,21.5,0.0238,,95.75,0.1006,,4,0,,0,,,2,0,0,0,,,1055951,0.0119,0.9178,21.5,0.0238,1.3889,0,0,0
201803,29451,"Isle of Palms, SC",Single Family Home,,1349800,0.0129,0.0403,159.5,0.1,-0.0333,153.75,-0.0345,0.3113,38,1.1111,0,0,-1,-1,24,0.3333,0.7143,0,,,1683641,0.0005,0.043,159.5,0.1,-0.0333,0,0,0
201803,29455,"Johns Island, SC",Single Family Home,,661040,0.0051,-0.0845,638,0.0233,0.0127,128.75,-0.0058,-0.0228,114,-0.0952,-0.0339,6,-0.8235,-0.6667,90,-0.1667,0.3235,0,,,1230781,0.0166,-0.006,638,0.0233,0.0127,0,0,0
201803,29456,"Ladson, SC",Single Family Home,,237092.5,-0.0123,0.2002,207,0.0534,0.539,52,-0.0545,0.4857,60,0.0345,-0.1176,8,-0.3333,0.3333,28,0.4,0.4,0,,,237067,-0.0064,0.1777,207,0.0534,0.539,0,0,0
201803,29458,"McClellanville, SC",Single Family Home,,350050,0,-0.115,23.5,-0.06,-0.1296,113.25,-0.0195,-0.6739,2,-0.5,-0.6667,0,,,0,,-1,0,,,459333,-0.1326,-0.0846,23.5,-0.06,-0.1296,0,0,0
201803,29461,"Moncks Corner, SC",Single Family Home,,250050,0.0004,0.0842,319,0.0493,-0.0645,55,-0.3433,-0.0179,86,0.075,-0.2833,24,-0.5,-0.0769,76,0.1875,0.0556,0,,,266344,0.0103,0.1093,319,0.0493,-0.0645,0,0,0
201803,29464,"Mount Pleasant, SC",Single Family Home,,681050,0.0074,0.009,338,0.2071,-0.0315,47.5,-0.426,-0.188,120,0.2,0.0526,12,-0.25,0.2,76,0.2258,-0.05,0,,,820690,-0.01,-0.0661,338,0.2071,-0.0315,0,0,0
201803,29466,"Mount Pleasant, SC",Single Family Home,,570000,-0.0088,0.0516,487.5,0.0738,-0.0385,70.5,-0.2897,0.119,136,0.0625,-0.0145,18,0.125,-0.3077,110,0.2791,0,0,,,675669,0.008,0.0548,487.5,0.0738,-0.0385,0,0,0
201803,29470,"Ravenel, SC",Single Family Home,,417400,0.0017,0.046,50,0.2195,0,115.5,-0.3848,-0.1316,8,0.3333,-0.2,2,,0,4,1,-0.6,0,,,468305,0.0134,0.0013,50,0.2195,0,0,0,0
201803,29472,"Ridgeville, SC",Single Family Home,,281525,-0.0166,-0.1332,21,0.1667,-0.3333,44,-0.5954,-0.5319,6,0,0,0,,-1,2,-0.5,,0,,,319243,-0.1923,-0.3124,21,0.1667,-0.3333,0,0,0
201803,29477,"Saint George, SC",Single Family Home,,231200,0.0164,0.1344,27,0.125,0.0189,93.75,-0.1776,-0.0764,6,0.5,-0.25,0,,,8,0.3333,0,0,,,218891,-0.0374,-0.0243,27,0.125,0.0189,0,0,0
201803,29482,"Sullivans Island, SC",Single Family Home,*,2250049.5,-0.0164,0.0112,30.5,0.1509,-0.2824,62.5,-0.2284,,14,0.75,0.1667,0,,,4,1,0,0,,,2335566,0.0025,0.0453,30.5,0.1509,-0.2824,0,0,0
201803,29483,"Summerville, SC",Single Family Home,,274120,0.0097,0.0568,499,0.064,0.0895,63.5,-0.2905,0.139,144,0.125,-0.0137,12,0.2,-0.625,104,0.6774,0,0,,,306564,0.0063,0.0867,499,0.064,0.0895,0,0,0
201803,29485,"Summerville, SC",Single Family Home,,259073.75,0.0037,0.0384,356,0.0548,0.0245,43.5,-0.278,-0.0842,128,0.0323,-0.0588,6,-0.5,0,88,0.2571,0.1579,0,,,277114,0.0078,0.026,356,0.0548,0.0245,0,0,0
201803,29487,"Wadmalaw Island, SC",Single Family Home,,661550,0.0352,-0.2609,25.5,0.0408,-0.0377,136.75,0.1614,0.0519,4,0,,0,,,6,-0.25,0,0,,,1055649,0.077,-0.0375,25.5,0.0408,-0.0377,0,0,0
201803,29488,"Walterboro, SC",Single Family Home,,168775,0.0181,0.1212,120.5,0.0343,-0.1544,141.25,-0.0583,-0.0358,20,-0.1667,-0.0909,0,-1,,28,2.5,0.75,0,,-1,210228,-0.0844,0.1596,120.5,0.0343,-0.1661,0,0,-0.014
201803,29492,"Charleston, SC",Single Family Home,,640045,-0.0015,-0.1046,211,0.1854,0.0072,72.5,-0.4008,0.381,52,-0.1034,-0.2121,18,2,8,50,-0.1935,0.1905,0,,,824048,-0.021,-0.0615,211,0.1854,0.0072,0,0,0
201803,29501,"Florence, SC",Single Family Home,*,246025,0.0002,,301,0.0808,,89,-0.0801,,66,-0.1538,0,4,0,1,34,0,0.3077,5,0.6667,0.1111,254795,0.0098,0.0151,306,0.087,0.2216,0.0166,0.0058,-0.0017
201803,29505,"Florence, SC",Single Family Home,,169156,0.0018,0.0576,149,0.1203,-0.0629,69.5,-0.3609,0.0945,48,0.3333,0.6,0,-1,-1,12,-0.1429,-0.25,3,-0.5385,2,194791,-0.0068,0.0431,152,0.0896,-0.05,0.0201,-0.0287,0.0138
201803,29506,"Florence, SC",Single Family Home,,121300,-0.0505,-0.0709,58,0.1717,-0.1655,94,-0.1532,-0.2985,16,1,0,0,,,10,4,0,0,,,169852,-0.024,-0.055,58,0.1717,-0.1655,0,0,0
201803,29510,"Andrews, SC",Single Family Home,*,107050,-0.1402,,20,0.3333,0.1765,76.5,-0.0838,-0.3929,8,3,3,0,,,2,0,,1,,,132435,-0.0672,-0.141,21,0.4,0.2353,0.05,0.05,0.05
201803,29511,"Aynor, SC",Single Family Home,,222905,0.0109,0.0286,36.5,0,0.0139,118.5,0.288,-0.2967,2,-0.5,-0.5,0,-1,-1,2,-0.5,,0,,,243701,-0.0062,0.0613,36.5,0,0.0139,0,0,0
201803,29512,"Bennettsville, SC",Single Family Home,*,82750,-0.2732,0.0194,32,0.2549,-0.36,65.75,-0.3554,,10,0.6667,0.6667,0,,,0,-1,-1,0,,,108680,-0.0329,0.1483,32,0.2549,-0.36,0,0,0
201803,29520,"Cheraw, SC",Single Family Home,,142050,-0.0514,-0.0919,76,0.0201,0.2667,102.5,-0.17,0.0963,12,0,0.2,0,-1,,12,1,2,1.5,-0.4,0.5,170152,-0.0151,-0.1095,77.5,0.0065,0.2705,0.0197,-0.0138,0.0031
201803,29526,"Conway, SC",Single Family Home,*,200545,-0.0125,0.1058,591.5,0.0441,0.0544,96.25,-0.0423,,112,-0.125,-0.0345,26,0.625,-0.0714,64,-0.2,0.3913,2,0,1,222592,0.0005,0.0788,593.5,0.044,0.056,0.0034,-0.0001,0.0016
201803,29527,"Conway, SC",Single Family Home,,164950,0.0269,0.0604,253,0.0905,-0.08,94,-0.1005,-0.0896,72,1.1176,0.8,10,0.25,0,18,0.125,-0.25,0,,,188836,0.0176,0.0635,253,0.0905,-0.08,0,0,0
201803,29532,"Darlington, SC",Single Family Home,,141300,-0.0259,0.1658,67,0.1167,-0.1519,83,-0.1721,-0.1286,14,0.75,0,0,,,8,0.3333,0.3333,1,0,,171256,0.0159,0.179,68,0.1148,-0.1392,0.0149,-0.0017,0.0149
201803,29536,"Dillon, SC",Single Family Home,,89900,-0.0784,-0.0467,65,-0.058,0.0236,188.25,0.0013,0.1172,2,-0.75,-0.8333,0,,,4,0,-0.5,0,,,264105,0.0122,1.2474,65,-0.058,0.0236,0,0,0
201803,29541,"Effingham, SC",Single Family Home,*,168100,-0.0502,,38.5,0,0.0845,66,-0.1538,-0.4783,10,0.25,1.5,0,,,2,,-0.6667,1,0,,176165,-0.0143,-0.0813,39.5,0,0.1127,0.026,0,0.026
201803,29544,"Galivants Ferry, SC",Single Family Home,,171250,-0.0055,0.1703,31.5,-0.0156,-0.3226,74.25,-0.0166,-0.5263,2,-0.5,-0.5,2,,,2,,,0,,,201808,0.0464,0.0748,31.5,-0.0156,-0.3226,0,0,0
201803,29550,"Hartsville, SC",Single Family Home,,158275,0.0208,-0.0105,109,0.0332,-0.2685,92,-0.2,-0.0936,22,0.1,-0.3889,0,,-1,22,0.375,0.375,3.5,0.75,1.3333,180551,0.0011,-0.0044,112.5,0.0465,-0.2525,0.0321,0.0132,0.022
201803,29554,"Hemingway, SC",Single Family Home,*,157925,0.074,,16,0.0667,-0.3725,103.75,-0.2536,-0.4525,2,0,-0.6667,0,,,4,,0,0,,,177205,0.0406,0.6078,16,0.0667,-0.3725,0,0,0
201803,29560,"Lake City, SC",Single Family Home,,106225,-0.1332,-0.1293,19,0,-0.2692,88.5,0.0143,-0.4469,2,0,-0.5,0,,,2,,-0.5,0.5,-0.75,-0.5,275755,0.0148,-0.1847,19.5,-0.0714,-0.2778,0.0263,-0.0789,-0.0121
201803,29565,"Latta, SC",Single Family Home,*,80675,0.2168,,24.5,0.0652,,159.25,-0.2661,,4,-0.3333,,0,,,4,,1,1,1,,162870,0.1015,0.3601,25.5,0.0851,0.5938,0.0408,0.0191,0.0408
201803,29566,"Little River, SC",Single Family Home,*,239821,0.0119,,349,0.1027,0.1518,92.5,-0.0513,,88,0.913,0.76,4,0,0,38,0.1875,0.4615,2.5,-0.1667,-0.375,275711,0.021,0.1244,351.5,0.1002,0.145,0.0072,-0.0023,-0.006
201803,29568,"Longs, SC",Single Family Home,,189977.5,-0.0001,0.0813,247,0.027,-0.1669,114.25,-0.0439,0.4105,54,0.6875,0.2857,2,-0.8,-0.9167,80,-0.2157,1.6667,0,-1,-1,215062,0.0135,0.1158,247,0.0186,-0.1808,0,-0.0083,-0.0169
201803,29569,"Loris, SC",Single Family Home,*,163900,0.015,,138.5,-0.0415,-0.1093,131,0.0782,0.1644,24,0.7143,-0.2,2,0,-0.8571,12,0.2,-0.4545,1.5,0.5,0,196700,-0.0076,0.0098,140,-0.0378,-0.1083,0.0108,0.0039,0.0012
201803,29571,"Marion, SC",Single Family Home,,129725,0.0052,0.3577,87,0.0741,-0.0169,114.75,0.0361,-0.1274,14,0.4,0,0,,,14,0,1.3333,2.5,-0.1667,1.5,140241,0.0119,0.1795,89.5,0.0655,0,0.0287,-0.0083,0.0174
201803,29572,"Myrtle Beach, SC",Single Family Home,,519096.25,-0.0055,0.097,157,0.0162,0.0195,125.25,-0.0291,-0.1148,24,0.5,-0.0769,4,,,18,0.2857,0.5,0,,-1,581611,0.0038,-0.0643,157,0.0162,0.0129,0,0,-0.0065
201803,29574,"Mullins, SC",Single Family Home,*,142050,-0.0502,,35.5,0.1094,-0.1932,145.5,0.0211,-0.3424,10,1.5,4,0,,,0,-1,-1,3,0.5,1,130667,-0.0279,0.2431,38.5,0.1324,-0.1538,0.0845,0.022,0.0504
201803,29575,"Myrtle Beach, SC",Single Family Home,*,287450,-0.0087,0.064,298,0.0567,,115.25,0.0976,,64,0.1852,0.1429,8,1,1,68,0.5455,0.4783,1,,,346648,-0.0117,0.0366,299,0.0603,0.0067,0.0034,0.0034,0.0034
201803,29576,"Murrells Inlet, SC",Single Family Home,*,337549.5,0.0087,0.0486,504,0.0792,0.01,89.75,-0.0297,,112,0.0566,-0.0968,12,-0.3333,2,110,0.6176,0.4474,0,,,462954,-0.0078,0.099,504,0.0792,0.01,0,0,0
201803,29577,"Myrtle Beach, SC",Single Family Home,*,332271.25,0.0011,0.0003,388.5,0.0732,0.1954,104.5,0.0024,,56,-0.2821,-0.3,14,-0.3,0.75,78,0.0263,1.0526,0,,,411467,-0.0194,0.064,388.5,0.0732,0.1954,0,0,0
201803,29579,"Myrtle Beach, SC",Single Family Home,*,290000,-0.0037,0.0252,766,0.0624,,87.25,-0.0593,,172,0.0617,0.4098,36,1,1.5714,150,0.3158,0.2712,0,,-1,368402,0.0037,0.0352,766,0.0624,0.0595,0,0,-0.0014
201803,29582,"North Myrtle Beach, SC",Single Family Home,*,385750,0.0153,0.0455,423.5,0.0168,-0.0331,120.5,0,,64,0.2308,-0.1111,6,2,0.5,66,0.1786,-0.3529,1,,-0.75,461736,0.0088,0.0297,424.5,0.0192,-0.0396,0.0024,0.0024,-0.0068
201803,29585,"Pawleys Island, SC",Single Family Home,*,425000,0,,365.5,0.1126,0.0195,121.5,-0.1321,-0.0725,92,0.7692,0.3529,4,,1,48,0.1429,-0.2258,0,,,630455,-0.0163,-0.0533,365.5,0.1126,0.0195,0,0,0
201803,29588,"Myrtle Beach, SC",Single Family Home,,219310,-0.0251,0.0781,472.5,0.0887,0.1157,67,-0.2254,-0.0074,152,0.9,0.3103,24,-0.1429,2,80,0.0526,0.0811,0,,,240843,-0.0152,0.0132,472.5,0.0887,0.1157,0,0,0
201803,29601,"Greenville, SC",Single Family Home,,596200.25,-0.0058,0.4978,28,0,-0.1884,201.75,0.1208,3.4586,4,0,-0.5,0,,,0,,-1,2,-0.5,-0.3333,811056,0.0229,0.7052,30,-0.0625,-0.2,0.0714,-0.0714,-0.0155
201803,29605,"Greenville, SC",Single Family Home,*,316550,0.0214,,144,0.0951,0.036,46,-0.098,-0.0564,52,-0.0714,0.04,2,,,32,1.6667,0.0667,15,1.1429,0.0345,462912,-0.5259,0.0364,159,0.148,0.0358,0.1042,0.0509,-0.0001
201803,29607,"Greenville, SC",Single Family Home,,286789.25,-0.0234,0.0161,157.5,0.121,0.2702,43.5,-0.4082,-0.089,84,1.4706,0.4483,4,,,36,0.6364,0.5,10.5,0.3125,-0.3226,348439,-0.0091,-0.0971,168,0.1313,0.2043,0.0667,0.0097,-0.0583
201803,29609,"Greenville, SC",Single Family Home,,301725,-0.0429,-0.0525,128.5,0.1322,0.0983,46.5,-0.3162,-0.0159,56,0.2174,0.4,0,,,24,0.3333,0.0909,12,0.6,0.2,393615,-0.0267,0.0328,140.5,0.1612,0.1063,0.0934,0.0273,0.0079
201803,29611,"Greenville, SC",Single Family Home,*,168275,-0.0508,,62.5,-0.0876,-0.1987,47,-0.0874,-0.2034,22,0,-0.3125,0,,,14,0.75,0.1667,22.5,0.5517,-0.1667,199641,-0.0191,0.4032,85,0.0241,-0.1905,0.36,0.1483,0.0138
201803,29615,"Greenville, SC",Single Family Home,,328653.75,-0.0327,-0.1288,99,0.0421,-0.1951,47,-0.4013,0.0108,38,0.2667,0.1176,0,-1,-1,22,0.375,-0.1538,15,1.7273,0.0714,410593,-0.0309,-0.0433,114,0.1343,-0.1679,0.1515,0.0936,0.0377
201803,29617,"Greenville, SC",Single Family Home,*,210267.5,0.0532,,97,0.1687,,40,-0.2417,,40,0.25,1.8571,0,-1,-1,8,-0.4286,1,9,-0.25,-0.28,280775,0.0617,-0.0424,106,0.1158,0.6563,0.0928,-0.0518,-0.1499
201803,29620,"Abbeville, SC",Single Family Home,*,155800,-0.2794,0.015,48.5,0.3108,,68.5,-0.277,-0.3028,14,1.3333,6,0,,,2,,-0.75,2.5,,1.5,202905,-0.1572,0.0612,51,0.3784,0.0303,0.0515,0.0515,0.0309
201803,29621,"Anderson, SC",Single Family Home,*,256237.5,0.0803,0.1053,345,0.0534,,69,-0.1761,,112,0.4,-0.0667,6,-0.4,-0.75,40,0,-0.4444,108,9.8,2.9273,313110,0.2462,0.2114,453,0.3422,0.0646,0.313,0.2825,0.2439
201803,29624,"Anderson, SC",Single Family Home,*,100450,0.3208,,50,0.0101,,114.5,0.0827,,16,0.1429,-0.1111,0,,,4,0,-0.3333,21,20,13,133117,0.5481,0.8273,71,0.4059,0.1452,0.42,0.3998,0.3952
201803,29625,"Anderson, SC",Single Family Home,*,219669.25,0.0969,0.2469,150,0.1029,,90,0.1321,,86,0.9545,0.3438,0,,,28,1.3333,0.0769,58.5,5.5,3.5,329701,0.1554,0.2977,208.5,0.4379,0.0611,0.39,0.3238,0.3192
201803,29626,"Anderson, SC",Single Family Home,*,195662.5,-0.2752,0.0322,73.5,0.2564,,46,-0.1636,-0.2365,38,0.5833,0.1875,0,,,4,0,-0.5,17,4.6667,3.8571,315065,-0.0564,0.0209,90.5,0.4715,-0.0573,0.2313,0.18,0.1935
